Mã khối,Môn xét tuyển,Mã trường,Tên trường,Số ngành
C00,"Ngữ văn, Lịch sử, Địa lí",VUI,Trường Đại Học Công Nghiệp Việt Trì,3ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DHL,Trường Đại Học Nông Lâm Huế,4ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DTQ,Khoa Quốc Tế - Đại Học Thái Nguyên,5ngành
C00,"Ngữ văn, Lịch sử, Địa lí",SIU,Trường Đại học Quốc Tế Sài Gòn,6ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DCA,Trường Đại học Intracom,4ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DLA,Trường Đại Học Kinh Tế Công Nghiệp Long An,1ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DTN,Trường Đại Học Nông Lâm Thái Nguyên,23ngành
C00,"Ngữ văn, Lịch sử, Địa lí",UMT,Trường Đại học Quản lý và công nghệ TPHCM,6ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DCQ,Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,6ngành
C00,"Ngữ văn, Lịch sử, Địa lí",TBD,Trường Đại Học Thái Bình Dương,9ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DHV,Trường Đại học Hùng Vương TPHCM,10ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DVB,Trường Đại Học Kinh tế công nghệ Thái Nguyên,4ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DPX,Trường Đại Học Phú Xuân,2ngành
C00,"Ngữ văn, Lịch sử, Địa lí",VHD,Trường Đại Học Công Nghiệp Việt - Hung,8ngành
C00,"Ngữ văn, Lịch sử, Địa lí",LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai,1ngành
C00,"Ngữ văn, Lịch sử, Địa lí",GDU,Trường Đại Học Gia Định,10ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DSG,Trường Đại Học Công Nghệ Sài Gòn,9ngành
C00,"Ngữ văn, Lịch sử, Địa lí",TTB,Trường Đại Học Tây Bắc,8ngành
C00,"Ngữ văn, Lịch sử, Địa lí",TDL,Trường Đại Học Đà Lạt,13ngành
C00,"Ngữ văn, Lịch sử, Địa lí",TQU,Trường Đại học Tân Trào,8ngành
C00,"Ngữ văn, Lịch sử, Địa lí",TKG,Trường Đại học Kiên Giang,6ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DVD,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",3ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DTG,Phân hiệu Đại học Thái Nguyên tại Hà Giang,5ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DNB,Trường Đại Học Hoa Lư,3ngành
C00,"Ngữ văn, Lịch sử, Địa lí",DDA,Trường Đại Học Công Nghệ Đông Á,6ngành
X01,"Ngữ văn, Toán, GDKTPL",SPH,Trường Đại Học Sư Phạm Hà Nội,1ngành
X01,"Ngữ văn, Toán, GDKTPL",SPS,Trường Đại Học Sư Phạm TPHCM,5ngành
X01,"Ngữ văn, Toán, GDKTPL",HNM,Trường Đại học Thủ Đô Hà Nội,5ngành
X01,"Ngữ văn, Toán, GDKTPL",DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,21ngành
X01,"Ngữ văn, Toán, GDKTPL",DCT,Trường Đại Học Công Thương TPHCM,7ngành
X01,"Ngữ văn, Toán, GDKTPL",HHK,Học Viện Hàng không Việt Nam,33ngành
X01,"Ngữ văn, Toán, GDKTPL",PKA,Đại Học Phenikaa,18ngành
X01,"Ngữ văn, Toán, GDKTPL",TDM,Trường Đại học Thủ Dầu Một,24ngành
X01,"Ngữ văn, Toán, GDKTPL",DTL,Trường Đại Học Thăng Long,10ngành
X01,"Ngữ văn, Toán, GDKTPL",TLA,Trường Đại Học Thủy Lợi,2ngành
X01,"Ngữ văn, Toán, GDKTPL",VHH,Trường Đại Học Văn Hóa Hà Nội,19ngành
X01,"Ngữ văn, Toán, GDKTPL",HVN,Học Viện Nông Nghiệp Việt Nam,8ngành
X01,"Ngữ văn, Toán, GDKTPL",HBT,Học viện Báo chí và Tuyên truyền,13ngành
X01,"Ngữ văn, Toán, GDKTPL",QHT,Trường Đại Học Khoa Học Tự Nhiên Hà Nội,10ngành
X01,"Ngữ văn, Toán, GDKTPL",QHE,Trường Đại Học Kinh Tế - ĐHQG Hà Nội,8ngành
X01,"Ngữ văn, Toán, GDKTPL",DTS,Đại Học Sư Phạm Thái Nguyên,4ngành
X01,"Ngữ văn, Toán, GDKTPL",TCT,Đại Học Cần Thơ,6ngành
X01,"Ngữ văn, Toán, GDKTPL",DHS,Trường Đại Học Sư Phạm Huế,5ngành
X01,"Ngữ văn, Toán, GDKTPL",SGD,Trường Đại Học Sài Gòn,31ngành
X01,"Ngữ văn, Toán, GDKTPL",DDS,Trường Đại Học Sư Phạm - Đại Học Đà Nẵng,4ngành
X01,"Ngữ văn, Toán, GDKTPL",SP2,Trường Đại Học Sư Phạm Hà Nội 2,1ngành
X01,"Ngữ văn, Toán, GDKTPL",VHS,Trường Đại Học Văn Hóa TPHCM,13ngành
X01,"Ngữ văn, Toán, GDKTPL",DMS,Trường Đại Học Tài Chính Marketing,21ngành
X01,"Ngữ văn, Toán, GDKTPL",TSN,Trường Đại Học Nha Trang,18ngành
X01,"Ngữ văn, Toán, GDKTPL",THV,Trường Đại Học Hùng Vương,5ngành
X01,"Ngữ văn, Toán, GDKTPL",THP,Trường Đại Học Hải Phòng,3ngành
X01,"Ngữ văn, Toán, GDKTPL",MHN,Trường Đại Học Mở Hà Nội,3ngành
X01,"Ngữ văn, Toán, GDKTPL",TDV,Trường Đại Học Vinh,3ngành
X01,"Ngữ văn, Toán, GDKTPL",SPD,Trường Đại Học Đồng Tháp,12ngành
X01,"Ngữ văn, Toán, GDKTPL",TTN,Trường Đại Học Tây Nguyên,3ngành
X01,"Ngữ văn, Toán, GDKTPL",DQN,Trường Đại Học Quy Nhơn,9ngành
X01,"Ngữ văn, Toán, GDKTPL",HLU,Trường Đại Học Hạ Long,9ngành
X01,"Ngữ văn, Toán, GDKTPL",DKT,Trường Đại Học Hải Dương,12ngành
X01,"Ngữ văn, Toán, GDKTPL",DQB,Trường Đại Học Quảng Bình,4ngành
X01,"Ngữ văn, Toán, GDKTPL",DPQ,Trường Đại Học Phạm Văn Đồng,4ngành
X01,"Ngữ văn, Toán, GDKTPL",HHT,Trường Đại Học Hà Tĩnh,13ngành
X01,"Ngữ văn, Toán, GDKTPL",DMT,Trường Đại học Tài Nguyên và Môi Trường Hà Nội,18ngành
X01,"Ngữ văn, Toán, GDKTPL",DLX,Trường Đại Học Lao Động – Xã Hội,1ngành
X01,"Ngữ văn, Toán, GDKTPL",DBL,Trường Đại Học Bạc Liêu,3ngành
X01,"Ngữ văn, Toán, GDKTPL",DQU,Trường Đại Học Quảng Nam,4ngành
X01,"Ngữ văn, Toán, GDKTPL",DLS,Trường Đại Học Lao Động – Xã Hội (Cơ sở II),1ngành
X01,"Ngữ văn, Toán, GDKTPL",DDP,Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,6ngành
X01,"Ngữ văn, Toán, GDKTPL",KCC,Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,10ngành
X01,"Ngữ văn, Toán, GDKTPL",DVT,Đại Học Trà Vinh,2ngành
X01,"Ngữ văn, Toán, GDKTPL",NLS,Trường Đại Học Nông Lâm TPHCM,16ngành
X01,"Ngữ văn, Toán, GDKTPL",HVC,Học viện cán bộ TPHCM,5ngành
X01,"Ngữ văn, Toán, GDKTPL",SKH,Trường Đại Học Sư Phạm Kỹ Thuật Hưng Yên,23ngành
X01,"Ngữ văn, Toán, GDKTPL",MBS,Trường Đại Học Mở TPHCM,7ngành
X01,"Ngữ văn, Toán, GDKTPL",FBU,Trường Đại Học Tài Chính Ngân Hàng Hà Nội,7ngành
X01,"Ngữ văn, Toán, GDKTPL",GTA,Trường Đại học Công nghệ Giao thông vận tải,20ngành
X01,"Ngữ văn, Toán, GDKTPL",MDA,Trường Đại Học Mỏ Địa Chất,12ngành
X01,"Ngữ văn, Toán, GDKTPL",DPD,Trường Đại Học Phương Đông,6ngành
X01,"Ngữ văn, Toán, GDKTPL",VLU,Trường Đại học Công nghệ kỹ thuật Vĩnh Long,21ngành
X01,"Ngữ văn, Toán, GDKTPL",DQK,Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,5ngành
X01,"Ngữ văn, Toán, GDKTPL",CMC,Trường Đại Học CMC,18ngành
X01,"Ngữ văn, Toán, GDKTPL",NTT,Trường Đại Học Nguyễn Tất Thành,3ngành
X01,"Ngữ văn, Toán, GDKTPL",DHK,Trường Đại Học Kinh Tế - Đại Học Huế,22ngành
X01,"Ngữ văn, Toán, GDKTPL",DHD,Trường Du Lịch - Đại Học Huế,4ngành
X01,"Ngữ văn, Toán, GDKTPL",DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,26ngành
X01,"Ngữ văn, Toán, GDKTPL",DDT,Đại Học Duy Tân,28ngành
X01,"Ngữ văn, Toán, GDKTPL",HIU,Trường Đại Học Quốc Tế Hồng Bàng,19ngành
X01,"Ngữ văn, Toán, GDKTPL",TTU,Trường Đại học Tân Tạo,8ngành
X01,"Ngữ văn, Toán, GDKTPL",TTD,Trường Đại Học Thể Dục Thể Thao Đà Nẵng,1ngành
X01,"Ngữ văn, Toán, GDKTPL",DDN,Trường Đại Học Đại Nam,49ngành
X01,"Ngữ văn, Toán, GDKTPL",DAD,Trường Đại Học Đông Á,55ngành
X01,"Ngữ văn, Toán, GDKTPL",VGU,Trường Đại Học Việt Đức,4ngành
X01,"Ngữ văn, Toán, GDKTPL",TLS,Trường Đại Học Thủy Lợi (Cơ sở 2),2ngành
X01,"Ngữ văn, Toán, GDKTPL",SDU,Trường Đại học Sao Đỏ,20ngành
X01,"Ngữ văn, Toán, GDKTPL",NLN,Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,2ngành
X01,"Ngữ văn, Toán, GDKTPL",DTD,Trường Đại Học Tây Đô,3ngành
X01,"Ngữ văn, Toán, GDKTPL",DKC,Trường Đại học Công Nghệ TPHCM,54ngành
X01,"Ngữ văn, Toán, GDKTPL",DLH,Trường Đại Học Lạc Hồng,15ngành
X01,"Ngữ văn, Toán, GDKTPL",DYD,Trường Đại Học Yersin Đà Lạt,2ngành
X01,"Ngữ văn, Toán, GDKTPL",BVU,Trường Đại Học Bà Rịa – Vũng Tàu,20ngành
X01,"Ngữ văn, Toán, GDKTPL",UEF,Trường Đại Học Kinh Tế Tài Chính TPHCM,37ngành
X01,"Ngữ văn, Toán, GDKTPL",TTG,Trường Đại Học Tiền Giang,7ngành
X01,"Ngữ văn, Toán, GDKTPL",DTE,Trường Đại học Kinh tế và Quản trị kinh doanh Thái Nguyên,25ngành
X01,"Ngữ văn, Toán, GDKTPL",LNH,Trường Đại Học Lâm nghiệp,15ngành
X01,"Ngữ văn, Toán, GDKTPL",DVH,Trường Đại Học Văn Hiến,20ngành
X01,"Ngữ văn, Toán, GDKTPL",HSU,Trường Đại Học Hoa Sen,33ngành
X01,"Ngữ văn, Toán, GDKTPL",DPT,Trường Đại Học Phan Thiết,4ngành
X01,"Ngữ văn, Toán, GDKTPL",DCD,Trường Đại Học Công Nghệ Đồng Nai,19ngành
X01,"Ngữ văn, Toán, GDKTPL",EIU,Trường Đại Học Quốc Tế Miền Đông,10ngành
X01,"Ngữ văn, Toán, GDKTPL",DTB,Trường Đại Học Thái Bình,18ngành
X01,"Ngữ văn, Toán, GDKTPL",DHT,Trường Đại Học Khoa Học Huế,4ngành
X01,"Ngữ văn, Toán, GDKTPL",DTZ,Trường Đại Học Khoa Học Thái Nguyên,19ngành
X01,"Ngữ văn, Toán, GDKTPL",HDT,Trường Đại Học Hồng Đức,14ngành
X01,"Ngữ văn, Toán, GDKTPL",DNU,Trường Đại Học Đồng Nai,2ngành
X01,"Ngữ văn, Toán, GDKTPL",LNS,Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,14ngành
X01,"Ngữ văn, Toán, GDKTPL",DTM,Trường Đại học Tài Nguyên và Môi Trường TPHCM,14ngành
X01,"Ngữ văn, Toán, GDKTPL",DHL,Trường Đại Học Nông Lâm Huế,8ngành
X01,"Ngữ văn, Toán, GDKTPL",DTQ,Khoa Quốc Tế - Đại Học Thái Nguyên,5ngành
X01,"Ngữ văn, Toán, GDKTPL",SIU,Trường Đại học Quốc Tế Sài Gòn,5ngành
X01,"Ngữ văn, Toán, GDKTPL",DLA,Trường Đại Học Kinh Tế Công Nghiệp Long An,1ngành
X01,"Ngữ văn, Toán, GDKTPL",UMT,Trường Đại học Quản lý và công nghệ TPHCM,2ngành
X01,"Ngữ văn, Toán, GDKTPL",DPX,Trường Đại Học Phú Xuân,3ngành
X01,"Ngữ văn, Toán, GDKTPL",LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai,2ngành
X01,"Ngữ văn, Toán, GDKTPL",UFA,Trường Đại học Tài Chính Kế Toán,6ngành
X01,"Ngữ văn, Toán, GDKTPL",XDT,Trường Đại Học Xây Dựng Miền Trung,30ngành
X01,"Ngữ văn, Toán, GDKTPL",DSG,Trường Đại Học Công Nghệ Sài Gòn,23ngành
X01,"Ngữ văn, Toán, GDKTPL",DBG,Trường Đại học Nông Lâm Bắc Giang,10ngành
X01,"Ngữ văn, Toán, GDKTPL",TTB,Trường Đại Học Tây Bắc,5ngành
X01,"Ngữ văn, Toán, GDKTPL",TDL,Trường Đại Học Đà Lạt,7ngành
X01,"Ngữ văn, Toán, GDKTPL",TQU,Trường Đại học Tân Trào,12ngành
X01,"Ngữ văn, Toán, GDKTPL",TKG,Trường Đại học Kiên Giang,5ngành
X01,"Ngữ văn, Toán, GDKTPL",DVD,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",6ngành
X01,"Ngữ văn, Toán, GDKTPL",DTG,Phân hiệu Đại học Thái Nguyên tại Hà Giang,4ngành
X01,"Ngữ văn, Toán, GDKTPL",DNB,Trường Đại Học Hoa Lư,1ngành
A00,"Toán, Vật lí, Hóa học",KHA,Đại Học Kinh Tế Quốc Dân,104ngành
A00,"Toán, Vật lí, Hóa học",BKA,Đại Học Bách Khoa Hà Nội,61ngành
A00,"Toán, Vật lí, Hóa học",HTC,Học Viện Tài chính,27ngành
A00,"Toán, Vật lí, Hóa học",NHH,Học Viện Ngân Hàng,19ngành
A00,"Toán, Vật lí, Hóa học",NTH,Trường Đại học Ngoại thương,35ngành
A00,"Toán, Vật lí, Hóa học",YHB,Trường Đại Học Y Hà Nội,14ngành
A00,"Toán, Vật lí, Hóa học",BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,39ngành
A00,"Toán, Vật lí, Hóa học",SPH,Trường Đại Học Sư Phạm Hà Nội,10ngành
A00,"Toán, Vật lí, Hóa học",TMU,Trường Đại Học Thương Mại,26ngành
A00,"Toán, Vật lí, Hóa học",SPS,Trường Đại Học Sư Phạm TPHCM,15ngành
A00,"Toán, Vật lí, Hóa học",YDS,Đại Học Y Dược TPHCM,15ngành
A00,"Toán, Vật lí, Hóa học",QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,20ngành
A00,"Toán, Vật lí, Hóa học",HNM,Trường Đại học Thủ Đô Hà Nội,7ngành
A00,"Toán, Vật lí, Hóa học",GHA,Trường Đại Học Giao Thông Vận Tải,53ngành
A00,"Toán, Vật lí, Hóa học",YTB,Trường Đại Học Y Dược Thái Bình,2ngành
A00,"Toán, Vật lí, Hóa học",KMA,Học Viện Kỹ Thuật Mật Mã,4ngành
A00,"Toán, Vật lí, Hóa học",DCN,Đại Học Công Nghiệp Hà Nội,41ngành
A00,"Toán, Vật lí, Hóa học",YPB,Trường Đại Học Y Dược Hải Phòng,7ngành
A00,"Toán, Vật lí, Hóa học",HPN,Học Viện Phụ Nữ Việt Nam,12ngành
A00,"Toán, Vật lí, Hóa học",DKH,Trường Đại Học Dược Hà Nội,3ngành
A00,"Toán, Vật lí, Hóa học",ANH,Học Viện An Ninh Nhân Dân,9ngành
A00,"Toán, Vật lí, Hóa học",DKY,Trường Đại Học Kỹ Thuật Y Tế Hải Dương,5ngành
A00,"Toán, Vật lí, Hóa học",HYD,Học Viện Y Dược Học Cổ Truyền Việt Nam,1ngành
A00,"Toán, Vật lí, Hóa học",DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,43ngành
A00,"Toán, Vật lí, Hóa học",DCT,Trường Đại Học Công Thương TPHCM,33ngành
A00,"Toán, Vật lí, Hóa học",LAH,Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,1ngành
A00,"Toán, Vật lí, Hóa học",HQH,Học Viện Hải Quân,2ngành
A00,"Toán, Vật lí, Hóa học",HHK,Học Viện Hàng không Việt Nam,33ngành
A00,"Toán, Vật lí, Hóa học",PKA,Đại Học Phenikaa,71ngành
A00,"Toán, Vật lí, Hóa học",PKH,Học Viện Phòng Không – Không Quân,2ngành
A00,"Toán, Vật lí, Hóa học",TTH,Trường Sĩ Quan Thông Tin - Hệ Quân sự - Đại Học Thông Tin Liên Lạc,2ngành
A00,"Toán, Vật lí, Hóa học",KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,7ngành
A00,"Toán, Vật lí, Hóa học",YTC,Trường Đại Học Y Tế Công Cộng,3ngành
A00,"Toán, Vật lí, Hóa học",HQT,Học Viện Ngoại Giao,10ngành
A00,"Toán, Vật lí, Hóa học",YCT,Trường Đại Học Y Dược Cần Thơ,9ngành
A00,"Toán, Vật lí, Hóa học",TDM,Trường Đại học Thủ Dầu Một,33ngành
A00,"Toán, Vật lí, Hóa học",TYS,Trường Đại Học Y Khoa Phạm Ngọc Thạch,6ngành
A00,"Toán, Vật lí, Hóa học",DTL,Trường Đại Học Thăng Long,12ngành
A00,"Toán, Vật lí, Hóa học",TLA,Trường Đại Học Thủy Lợi,42ngành
A00,"Toán, Vật lí, Hóa học",DTT,Trường Đại Học Tôn Đức Thắng,100ngành
A00,"Toán, Vật lí, Hóa học",HVN,Học Viện Nông Nghiệp Việt Nam,18ngành
A00,"Toán, Vật lí, Hóa học",LPH,Trường Đại Học Luật Hà Nội,3ngành
A00,"Toán, Vật lí, Hóa học",QHT,Trường Đại Học Khoa Học Tự Nhiên Hà Nội,28ngành
A00,"Toán, Vật lí, Hóa học",DTS,Đại Học Sư Phạm Thái Nguyên,5ngành
A00,"Toán, Vật lí, Hóa học",TCT,Đại Học Cần Thơ,82ngành
A00,"Toán, Vật lí, Hóa học",DKS,Trường Đại học Kiểm Sát,7ngành
A00,"Toán, Vật lí, Hóa học",DHS,Trường Đại Học Sư Phạm Huế,7ngành
A00,"Toán, Vật lí, Hóa học",SGD,Trường Đại Học Sài Gòn,24ngành
A00,"Toán, Vật lí, Hóa học",NQH,Học Viện Khoa Học Quân Sự - Hệ Quân sự,2ngành
A00,"Toán, Vật lí, Hóa học",NTS,Trường Đại học Ngoại thương (Cơ sở II),6ngành
A00,"Toán, Vật lí, Hóa học",HTA,Học viện Tòa án,4ngành
A00,"Toán, Vật lí, Hóa học",DDS,Trường Đại Học Sư Phạm - Đại Học Đà Nẵng,10ngành
A00,"Toán, Vật lí, Hóa học",SP2,Trường Đại Học Sư Phạm Hà Nội 2,9ngành
A00,"Toán, Vật lí, Hóa học",QHS,Trường Đại Học Giáo Dục - ĐHQG Hà Nội,8ngành
A00,"Toán, Vật lí, Hóa học",HTN,Học Viện Thanh Thiếu Niên Việt Nam,3ngành
A00,"Toán, Vật lí, Hóa học",YQH,Học Viện Quân Y - Hệ Quân sự,8ngành
A00,"Toán, Vật lí, Hóa học",HEH,Học Viện Hậu Cần - Hệ Quân sự,2ngành
A00,"Toán, Vật lí, Hóa học",LPS,Trường Đại Học Luật TPHCM,7ngành
A00,"Toán, Vật lí, Hóa học",QHY,Trường Đại học Y Dược - ĐHQG Hà Nội,1ngành
A00,"Toán, Vật lí, Hóa học",DDK,Trường Đại Học Bách Khoa Đà Nẵng,49ngành
A00,"Toán, Vật lí, Hóa học",DMS,Trường Đại Học Tài Chính Marketing,21ngành
A00,"Toán, Vật lí, Hóa học",GSA,Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),28ngành
A00,"Toán, Vật lí, Hóa học",LBH,Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,4ngành
A00,"Toán, Vật lí, Hóa học",BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),18ngành
A00,"Toán, Vật lí, Hóa học",YKV,Trường Đại Học Y Khoa Vinh,5ngành
A00,"Toán, Vật lí, Hóa học",YDN,Trường Đại học Kỹ thuật Y Dược Đà Nẵng,9ngành
A00,"Toán, Vật lí, Hóa học",DTY,Trường Đại Học Y Dược Thái Nguyên,9ngành
A00,"Toán, Vật lí, Hóa học",DHY,Trường Đại Học Y Dược Huế,7ngành
A00,"Toán, Vật lí, Hóa học",DDY,Trường Y Dược Đà Nẵng,4ngành
A00,"Toán, Vật lí, Hóa học",KTS,Trường Đại Học Kiến Trúc TPHCM,5ngành
A00,"Toán, Vật lí, Hóa học",THV,Trường Đại Học Hùng Vương,5ngành
A00,"Toán, Vật lí, Hóa học",THP,Trường Đại Học Hải Phòng,28ngành
A00,"Toán, Vật lí, Hóa học",HCP,Học Viện Chính Sách và Phát Triển,7ngành
A00,"Toán, Vật lí, Hóa học",MHN,Trường Đại Học Mở Hà Nội,11ngành
A00,"Toán, Vật lí, Hóa học",LDA,Trường Đại Học Công Đoàn,4ngành
A00,"Toán, Vật lí, Hóa học",HHA,Trường Đại Học Hàng Hải Việt Nam,36ngành
A00,"Toán, Vật lí, Hóa học",KTA,Trường Đại Học Kiến Trúc Hà Nội,18ngành
A00,"Toán, Vật lí, Hóa học",TDV,Trường Đại Học Vinh,14ngành
A00,"Toán, Vật lí, Hóa học",HCH,Học Viện Hành Chính và Quản trị công,10ngành
A00,"Toán, Vật lí, Hóa học",SPD,Trường Đại Học Đồng Tháp,32ngành
A00,"Toán, Vật lí, Hóa học",QHK,Trường Khoa học liên ngành và Nghệ thuật Hà Nội,2ngành
A00,"Toán, Vật lí, Hóa học",TTN,Trường Đại Học Tây Nguyên,7ngành
A00,"Toán, Vật lí, Hóa học",DQN,Trường Đại Học Quy Nhơn,18ngành
A00,"Toán, Vật lí, Hóa học",GNT,Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương,1ngành
A00,"Toán, Vật lí, Hóa học",DDQ,Trường Đại Học Kinh Tế – Đại Học Đà Nẵng,19ngành
A00,"Toán, Vật lí, Hóa học",HLU,Trường Đại Học Hạ Long,13ngành
A00,"Toán, Vật lí, Hóa học",DKT,Trường Đại Học Hải Dương,21ngành
A00,"Toán, Vật lí, Hóa học",DQB,Trường Đại Học Quảng Bình,5ngành
A00,"Toán, Vật lí, Hóa học",DPQ,Trường Đại Học Phạm Văn Đồng,9ngành
A00,"Toán, Vật lí, Hóa học",HHT,Trường Đại Học Hà Tĩnh,8ngành
A00,"Toán, Vật lí, Hóa học",DMT,Trường Đại học Tài Nguyên và Môi Trường Hà Nội,21ngành
A00,"Toán, Vật lí, Hóa học",NHS,Trường Đại Học Ngân Hàng TPHCM,28ngành
